Model,MDO3014
Firmware Version,1.20

Waveform Type,ANALOG,,,
-1.391000e-03,-0.04125,-0.0414063,0.36875,-0.000706563
-1.390000e-03,-0.0059375,0.009375,0.21875,-0.000626563
-1.389000e-03,-0.0465625,-0.0289063,0.215625,-0.000565938
-1.388000e-03,-0.0259375,0.021875,0.29375,-0.00059125
-1.387000e-03,-0.010625,-0.0515625,0.170312,-0.000625625
-1.386000e-03,-0.00125,-0.00390625,0.29375,-0.00048625
-1.385000e-03,-0.03125,0.009375,0.245313,-0.000480938
-1.384000e-03,-0.0365625,0.0460937,0.21875,-0.000396563
-1.383000e-03,-0.02125,0.021875,0.24375,-0.00058625
-1.382000e-03,-0.0265625,-0.028125,0.24375,-0.00067625
-1.381000e-03,-0.006875,-0.00390625,0.295312,-0.000641563
-1.380000e-03,-0.0309375,-0.053125,0.26875,-0.000711563
-1.379000e-03,-0.0565625,-0.00234375,0.36875,-0.000705938
-1.378000e-03,-0.01625,-0.040625,0.267188,-0.00057125
-1.377000e-03,-0.0215625,0.0078125,0.290625,-0.000716563
-1.376000e-03,-0.01625,-0.053125,0.24375,-0.00057625
-1.375000e-03,-0.0115625,-0.028125,0.36875,-0.00065625
-1.374000e-03,-0.0165625,-0.0671875,0.189063,-0.000636563
-1.373000e-03,-0.0309375,-0.065625,0.24375,-0.00071625
-1.372000e-03,-0.006875,-0.0421875,0.192187,-0.000601875
-1.371000e-03,-0.0165625,-0.0289063,0.24375,-0.00074625
-1.370000e-03,-0.0065625,0.0585938,0.167188,-0.000531563
-1.369000e-03,-0.01625,-0.040625,0.24375,-0.00042625
-1.368000e-03,-0.01625,0.009375,0.292188,-0.00034125
-1.367000e-03,-0.0165625,-0.003125,0.265625,-0.00030625
-1.366000e-03,-0.01625,0.034375,0.0703125,-0.00049625
-1.365000e-03,-0.02625,0.00859375,0.217187,-0.000376563
-1.364000e-03,-0.040625,-0.028125,0.24375,-0.000320938
-1.363000e-03,-0.0265625,-0.0289063,0.215625,-0.000656563
-1.362000e-03,-0.01625,-0.0289063,0.31875,-0.000621563
-1.361000e-03,-0.04125,0.021875,0.31875,-0.000650938
-1.360000e-03,-0.0265625,-0.0296875,0.315625,-0.00051125
-1.359000e-03,-0.0209375,-0.0289063,0.221875,-0.00078625
-1.358000e-03,-0.0209375,-0.0289063,0.29375,-0.00063125
-1.357000e-03,-0.036875,0.034375,0.142188,-0.000711563
-1.356000e-03,-0.0165625,-0.0648438,0.421875,-0.00064625
-1.355000e-03,-0.0109375,-0.0148437,0.21875,-0.00060625
-1.354000e-03,-0.0209375,-0.015625,0.21875,-0.00049625
-1.353000e-03,-0.0365625,-0.053125,0.29375,-0.00043125
-1.352000e-03,-0.0265625,-0.103125,0.24375,-0.00042125
-1.351000e-03,-0.0359375,-0.00390625,0.217187,-0.00037125
-1.350000e-03,-0.0115625,-0.065625,0.142188,-0.00037625
-1.349000e-03,-0.0065625,-0.0164063,0.267188,-0.00055625
-1.348000e-03,-0.02125,-0.0171875,0.267188,-0.000696563
-1.347000e-03,-0.01625,0.0453125,0.267188,-0.000801563
-1.346000e-03,-0.01625,-0.028125,0.270312,-0.000865938
-1.345000e-03,-0.02625,0.00859375,0.267188,-0.00074125
-1.344000e-03,-0.02625,-0.0398438,0.21875,-0.000561563
-1.343000e-03,-0.0159375,-0.0289063,0.26875,-0.00063125
-1.342000e-03,-0.016875,-0.00390625,0.190625,-0.00065625
-1.341000e-03,-0.035625,0.0359375,0.246875,-0.000670938
-1.340000e-03,-0.0215625,-0.0421875,0.292188,-0.000636563
-1.339000e-03,-0.006875,0.009375,0.267188,-0.000611875
-1.338000e-03,-0.0415625,-0.0289063,0.26875,-0.000506563
-1.337000e-03,-0.0259375,-0.00234375,0.245313,-0.00069125
-1.336000e-03,-0.0309375,-0.0648438,0.24375,-0.000845938
-1.335000e-03,-0.0465625,-0.028125,0.265625,-0.000761563
-1.334000e-03,-0.040625,-0.00234375,0.292188,-0.00075625
-1.333000e-03,-0.0265625,-0.0164063,0.29375,-0.000751563
-1.332000e-03,-0.02625,-0.0148437,0.220313,-0.000675938
-1.331000e-03,-0.03125,-0.0414063,0.26875,-0.00054125
-1.330000e-03,-0.03125,-0.028125,0.295312,-0.00055125
-1.329000e-03,-0.02625,0.009375,0.34375,-0.000610938
-1.328000e-03,-0.0115625,-0.0414063,0.190625,-0.00048125
-1.327000e-03,-0.00625,0.00859375,0.24375,-0.00102656
-1.326000e-03,-0.0259375,-0.003125,0.265625,-0.00102125
-1.325000e-03,-0.02125,0.021875,0.292188,-0.00098625
-1.324000e-03,-0.0065625,-0.0164063,0.270312,-0.00090125
-1.323000e-03,-0.0159375,-0.015625,0.242188,-0.000855938
-1.322000e-03,-0.0159375,-0.040625,0.220313,-0.00079125
-1.321000e-03,-0.03625,0.009375,0.29375,-0.00082125
-1.320000e-03,-0.02625,0.0335937,0.192187,-0.00062625
-1.319000e-03,-0.0315625,0.009375,0.24375,-0.00057625
-1.318000e-03,-0.0465625,-0.0523438,0.295312,-0.000441875
-1.317000e-03,-0.0365625,-0.0164063,0.165625,-0.000531563
-1.316000e-03,-0.0165625,-0.0046875,0.190625,-0.000666875
-1.315000e-03,-0.0165625,-0.028125,0.170312,-0.00057625
-1.314000e-03,-0.025625,0.0460937,0.24375,-0.00077125
-1.313000e-03,-0.0365625,-0.0546875,0.192187,-0.00100188
-1.312000e-03,-0.0109375,-0.0148437,0.36875,-0.00071125
-1.311000e-03,-0.0159375,-0.00390625,0.29375,-0.00103156
-1.310000e-03,-0.031875,-0.0296875,0.217187,-0.000766563
-1.309000e-03,-0.0309375,-0.0148437,0.24375,-0.000930938
-1.308000e-03,0.0034375,-0.0171875,0.342187,-0.000761563
-1.307000e-03,-0.01625,0.00859375,0.192187,-0.000621563
-1.306000e-03,-0.01125,0.0210937,0.240625,-0.00049625
-1.305000e-03,-0.0209375,-0.028125,0.267188,-0.00042625
-1.304000e-03,-0.015625,-0.00234375,0.196875,-0.000470625
-1.303000e-03,-0.0265625,-0.0414063,0.217187,-0.000581563
-1.302000e-03,-0.0259375,-0.00234375,0.21875,-0.000650938
-1.301000e-03,-0.0415625,-0.0148437,0.24375,-0.000911563
-1.300000e-03,-0.03625,-0.0289063,0.24375,-0.000831563
-1.299000e-03,-0.0365625,-0.0539062,0.192187,-0.000761563
-1.298000e-03,-0.02125,0.0585938,0.16875,-0.000835938
-1.297000e-03,-0.03625,0.0101562,0.39375,-0.00086625
-1.296000e-03,-0.016875,0.0078125,0.26875,-0.000841875
-1.295000e-03,-0.00125,-0.003125,0.320312,-0.000555938
-1.294000e-03,-0.0265625,0.00859375,0.29375,-0.000665938
-1.293000e-03,-0.02125,-0.040625,0.24375,-0.00050625
-1.292000e-03,-0.03625,-0.078125,0.29375,-0.00049125
-1.291000e-03,-0.0259375,0.021875,0.265625,-0.00038625
-1.290000e-03,-0.0359375,-0.0648438,0.34375,-0.000396563
-1.289000e-03,-0.04625,-0.0390625,0.29375,-0.000190938
-1.288000e-03,-0.01625,-0.0289063,0.317187,-0.000506875
-1.287000e-03,-0.02125,-0.0273438,0.24375,-0.000401563
-1.286000e-03,-0.00625,-0.0148437,0.21875,-0.000555938
-1.285000e-03,-0.0215625,-0.00234375,0.26875,-0.000611563
-1.284000e-03,-0.0465625,-0.0789063,0.240625,-0.000626563
-1.283000e-03,-0.04125,-0.0789063,0.317187,-0.000636563
-1.282000e-03,-0.04625,-0.040625,0.16875,-0.00066625
-1.281000e-03,-0.021875,-0.028125,0.16875,-0.000561563
-1.280000e-03,-0.0359375,-0.0148437,0.16875,-0.00060625
-1.279000e-03,-0.04125,-0.00234375,0.26875,-0.000556563
-1.278000e-03,-0.016875,-0.0789063,0.217187,-0.000511563
-1.277000e-03,-0.0109375,-0.003125,0.171875,-0.000635938
-1.276000e-03,-0.0365625,0.0585938,0.317187,-0.000491875
-1.275000e-03,-0.0309375,-0.0289063,0.24375,-0.000741563
-1.274000e-03,-0.0165625,-0.0296875,0.117188,-0.00072125
-1.273000e-03,-0.0365625,-0.028125,0.292188,-0.00075125
-1.272000e-03,-0.0209375,-0.0273438,0.295312,-0.000790625
-1.271000e-03,-0.0415625,-0.0421875,0.317187,-0.000646563
-1.270000e-03,-0.02125,-0.00234375,0.270312,-0.000600938
-1.269000e-03,-0.01625,-0.065625,0.26875,-0.00067625
-1.268000e-03,-0.04625,0.00859375,0.242188,-0.00065125
-1.267000e-03,-0.006875,-0.0171875,0.192187,-0.000540625
-1.266000e-03,-0.01125,0.034375,0.26875,-0.000705938
-1.265000e-03,-0.01625,0.009375,0.270312,-0.000665938
-1.264000e-03,-0.0265625,-0.0171875,0.265625,-0.000616875
-1.263000e-03,-0.045625,0.0101562,0.270312,-0.000490938
-1.262000e-03,-0.04625,0.0351562,0.26875,-0.00053625
-1.261000e-03,-0.0465625,0.0078125,0.21875,-0.00040125
-1.260000e-03,-0.02125,-0.028125,0.26875,-0.000350938
-1.259000e-03,-0.00625,-0.0664062,0.21875,-0.000376563
-1.258000e-03,-0.0165625,-0.003125,0.19375,-0.000411563
-1.257000e-03,-0.010625,-0.0523438,0.220313,-0.000620938
-1.256000e-03,-0.03625,-0.065625,0.270312,-0.00068625
-1.255000e-03,-0.03125,-0.040625,0.192187,-0.000721563
-1.254000e-03,-0.0209375,-0.040625,0.270312,-0.000520938
-1.253000e-03,-0.0165625,-0.0289063,0.317187,-0.000571875
-1.252000e-03,-0.0115625,0.0210937,0.367188,-0.000416875
-1.251000e-03,-0.0315625,0.0351562,0.26875,-0.000525938
-1.250000e-03,-0.031875,0.0210937,0.215625,-0.000461563
-1.249000e-03,-0.031875,-0.0421875,0.26875,-0.000481563
-1.248000e-03,-0.01625,0.0476563,0.295312,-0.00057125
-1.247000e-03,-0.02625,0.0335937,0.24375,-0.00053125
-1.246000e-03,-0.021875,0.00859375,0.267188,-0.000731563
-1.245000e-03,-0.00625,-0.0273438,0.221875,-0.000645625
-1.244000e-03,-0.041875,-0.0289063,0.29375,-0.000756563
-1.243000e-03,-0.0365625,-0.028125,0.245313,-0.00061625
-1.242000e-03,-0.0165625,-0.00390625,0.317187,-0.000571563
-1.241000e-03,-0.0215625,-0.0664062,0.192187,-0.000401563
-1.240000e-03,-0.0259375,-0.0515625,0.246875,-0.000635625
-1.239000e-03,-0.0365625,-0.0414063,0.342187,-0.000566563
-1.238000e-03,-0.04125,-0.0523438,0.320312,-0.000610938
-1.237000e-03,-0.03125,0.009375,0.217187,-0.00040625
-1.236000e-03,-0.0315625,-0.040625,0.21875,-0.000601563
-1.235000e-03,-0.0315625,-0.0421875,0.192187,-0.000571563
-1.234000e-03,-0.03625,-0.078125,0.19375,-0.00068125
-1.233000e-03,-0.02625,-0.0140625,0.267188,-0.000616563
-1.232000e-03,-0.031875,0.0210937,0.340625,-0.000711563
-1.231000e-03,-0.0059375,-0.040625,0.270312,-0.00080125
-1.230000e-03,-0.02125,-0.0523438,0.21875,-0.000706875
-1.229000e-03,-0.021875,-0.0539062,0.290625,-0.000696875
-1.228000e-03,-0.03125,-0.0398438,0.267188,-0.00079625
-1.227000e-03,-0.02625,-0.0539062,0.19375,-0.00090625
-1.226000e-03,-0.0415625,-0.028125,0.21875,-0.000766563
-1.225000e-03,-0.0209375,0.0335937,0.19375,-0.000765938
-1.224000e-03,-0.0209375,-0.015625,0.270312,-0.00101094
-1.223000e-03,-0.03125,-0.028125,0.242188,-0.00063125
-1.222000e-03,-0.0059375,-0.0648438,0.220313,-0.00074125
-1.221000e-03,-0.0265625,-0.003125,0.242188,-0.00073625
-1.220000e-03,-0.03625,-0.0296875,0.167188,-0.000881563
-1.219000e-03,-0.00125,0.021875,0.292188,-0.00068125
-1.218000e-03,-0.02625,-0.040625,0.217187,-0.00068625
-1.217000e-03,-0.0065625,-0.0164063,0.29375,-0.000721563
-1.216000e-03,-0.0309375,-0.00234375,0.34375,-0.000790938
-1.215000e-03,-0.0215625,0.021875,0.26875,-0.000731563
-1.214000e-03,-0.016875,-0.015625,0.117188,-0.000611563
-1.213000e-03,-0.01125,-0.00234375,0.295312,-0.000575938
-1.212000e-03,-0.0115625,-0.0664062,0.16875,-0.000706563
-1.211000e-03,-0.03125,-0.0148437,0.29375,-0.00069125
-1.210000e-03,-0.0115625,-0.0171875,0.21875,-0.000721563
-1.209000e-03,-0.0215625,-0.0414063,0.217187,-0.000861875
-1.208000e-03,-0.0309375,-0.0273438,0.245313,-0.000820938
-1.207000e-03,-0.0165625,-0.0046875,0.317187,-0.000606563
-1.206000e-03,-0.02125,-0.028125,0.245313,-0.000690938
-1.205000e-03,-0.02125,-0.003125,0.19375,-0.00064625
-1.204000e-03,-0.03625,-0.00390625,0.217187,-0.000666563
-1.203000e-03,-0.0221875,0.00859375,0.29375,-0.000506563
-1.202000e-03,-0.0409375,-0.078125,0.19375,-0.000470938
-1.201000e-03,-0.0215625,-0.00234375,0.16875,-0.000545625
-1.200000e-03,-0.031875,-0.040625,0.29375,-0.000631563
-1.199000e-03,0.0040625,-0.0164063,0.245313,-0.000580938
-1.198000e-03,-0.0315625,-0.00390625,0.142188,-0.00070625
-1.197000e-03,-0.01125,-0.0164063,0.317187,-0.000756563
-1.196000e-03,-0.0115625,-0.028125,0.242188,-0.00075125
-1.195000e-03,-0.0359375,-0.053125,0.16875,-0.00083125
-1.194000e-03,-0.0365625,-0.003125,0.270312,-0.00062125
-1.193000e-03,-0.0115625,-0.0398438,0.31875,-0.00065625
-1.192000e-03,-0.00125,-0.003125,0.242188,-0.00069625
-1.191000e-03,-0.04125,0.00859375,0.267188,-0.000881563
-1.190000e-03,-0.0159375,-0.0539062,0.295312,-0.000710938
-1.189000e-03,-0.01625,0.0335937,0.24375,-0.00061625
-1.188000e-03,-0.0265625,-0.0414063,0.192187,-0.000726875
-1.187000e-03,-0.03125,-0.0539062,0.24375,-0.00073625
-1.186000e-03,-0.0265625,-0.003125,0.21875,-0.00057625
-1.185000e-03,-0.0215625,0.0460937,0.24375,-0.000606563
-1.184000e-03,-0.00625,-0.078125,0.29375,-0.00068625
-1.183000e-03,-0.0215625,-0.015625,0.21875,-0.000866563
-1.182000e-03,-0.0115625,-0.053125,0.267188,-0.00083625
-1.181000e-03,-0.02125,-0.0648438,0.320312,-0.000965625
-1.180000e-03,-0.0265625,0.034375,0.265625,-0.000816875
-1.179000e-03,-0.02625,-0.0273438,0.192187,-0.00088625
-1.178000e-03,-0.0065625,-0.00390625,0.19375,-0.00088625
-1.177000e-03,-0.01125,-0.0414063,0.192187,-0.000811563
-1.176000e-03,-0.020625,-0.0265625,0.196875,-0.000850938
-1.175000e-03,-0.0315625,-0.0289063,0.29375,-0.000696563
-1.174000e-03,-0.0159375,-0.0273438,0.220313,-0.000615938
-1.173000e-03,-0.02625,-0.0414063,0.21875,-0.00053125
-1.172000e-03,-0.0215625,-0.040625,0.29375,-0.000716563
-1.171000e-03,-0.0115625,-0.0539062,0.292188,-0.00068125
-1.170000e-03,-0.02125,-0.028125,0.370313,-0.00079125
-1.169000e-03,-0.0259375,0.0210937,0.267188,-0.00093625
-1.168000e-03,-0.0215625,-0.0796875,0.167188,-0.000836563
-1.167000e-03,-0.02125,-0.065625,0.270312,-0.00070125
-1.166000e-03,-0.0265625,-0.078125,0.36875,-0.000786875
-1.165000e-03,-0.0415625,0.0335937,0.24375,-0.000676563
-1.164000e-03,-0.0265625,-0.0539062,0.29375,-0.000631563
-1.163000e-03,-0.0109375,-0.065625,0.26875,-0.00060625
-1.162000e-03,-0.0259375,-0.00390625,0.36875,-0.000616563
-1.161000e-03,-0.0159375,0.034375,0.21875,-0.00059625
-1.160000e-03,-0.0215625,0.046875,0.220313,-0.00058125
-1.159000e-03,-0.0365625,-0.0539062,0.29375,-0.000715938
-1.158000e-03,-0.0059375,-0.0148437,0.36875,-0.00075125
-1.157000e-03,-0.03125,-0.0414063,0.342187,-0.00072125
-1.156000e-03,-0.0365625,-0.0171875,0.165625,-0.000916563
-1.155000e-03,-0.0359375,-0.0164063,0.217187,-0.00103125
-1.154000e-03,-0.03125,-0.053125,0.217187,-0.00101125
-1.153000e-03,-0.0265625,-0.015625,0.242188,-0.00050125
-1.152000e-03,-0.01125,0.021875,0.19375,-0.00072625
-1.151000e-03,-0.02125,-0.0789063,0.265625,-0.000716875
-1.150000e-03,-0.00625,0.0101562,0.245313,-0.000850938
-1.149000e-03,-0.03125,0.0351562,0.170312,-0.000785625
-1.148000e-03,-0.031875,-0.00390625,0.265625,-0.000751875
-1.147000e-03,-0.02625,-0.015625,0.21875,-0.00076125
-1.146000e-03,-0.0165625,0.034375,0.36875,-0.00067125
-1.145000e-03,-0.03125,-0.028125,0.21875,-0.00070625
-1.144000e-03,-0.0209375,0.0601562,0.170312,-0.00078625
-1.143000e-03,-0.021875,-0.0289063,0.292188,-0.000646875
-1.142000e-03,-0.0259375,0.021875,0.220313,-0.00082125
-1.141000e-03,-0.02125,-0.0148437,0.19375,-0.000806875
-1.140000e-03,-0.01125,-0.065625,0.317187,-0.00068125
-1.139000e-03,-0.0209375,-0.015625,0.245313,-0.00077125
-1.138000e-03,-0.02125,-0.003125,0.26875,-0.00059625
-1.137000e-03,-0.0159375,0.009375,0.36875,-0.00059625
-1.136000e-03,-0.0165625,0.00703125,0.190625,-0.000516875
-1.135000e-03,-0.0309375,-0.0773437,0.270312,-0.000485938
-1.134000e-03,-0.0315625,0.0210937,0.292188,-0.00065625
-1.133000e-03,-0.0259375,-0.00390625,0.270312,-0.000586563
-1.132000e-03,-0.0265625,-0.003125,0.29375,-0.00066625
-1.131000e-03,-0.05625,-0.003125,0.26875,-0.000626563
-1.130000e-03,-0.02125,0.009375,0.242188,-0.000776563
-1.129000e-03,-0.0409375,-0.040625,0.395312,-0.00058625
-1.128000e-03,-0.0059375,-0.028125,0.195312,-0.00057625
-1.127000e-03,-0.0265625,0.021875,0.21875,-0.000621875
-1.126000e-03,-0.0109375,0.0226562,0.195312,-0.000325938
-1.125000e-03,-0.0365625,-0.0046875,0.242188,-0.000276563
-1.124000e-03,-0.0165625,-0.090625,0.242188,-0.000261563
-1.123000e-03,-0.0209375,-0.003125,0.245313,-0.00044125
-1.122000e-03,-0.00625,-0.015625,0.295312,-0.00046625
-1.121000e-03,-0.02125,0.034375,0.29375,-0.000766563
-1.120000e-03,-0.02625,-0.028125,0.26875,-0.00086625
-1.119000e-03,-0.02125,0.021875,0.24375,-0.00070625
-1.118000e-03,-0.01625,-0.053125,0.242188,-0.00101156
-1.117000e-03,-0.03125,-0.0648438,0.320312,-0.000840938
-1.116000e-03,-0.0215625,0.0445312,0.215625,-0.000691563
-1.115000e-03,-0.0409375,-0.0164063,0.320312,-0.000565938
-1.114000e-03,0.00375,-0.003125,0.221875,-0.000580938
-1.113000e-03,-0.0065625,0.00859375,0.290625,-0.000566563
-1.112000e-03,-0.0109375,0.0101562,0.16875,-0.000680625
-1.111000e-03,-0.0215625,-0.0046875,0.215625,-0.000666875
-1.110000e-03,-0.02125,-0.003125,0.26875,-0.00075625
-1.109000e-03,-0.0165625,-0.0539062,0.21875,-0.000586875
-1.108000e-03,-0.011875,-0.0164063,0.34375,-0.000981563
-1.107000e-03,-0.00125,0.0335937,0.342187,-0.00062625
-1.106000e-03,-0.02125,-0.0523438,0.16875,-0.000701563
-1.105000e-03,-0.0109375,-0.078125,0.245313,-0.00053625
-1.104000e-03,-0.0215625,-0.0296875,0.21875,-0.000776563
-1.103000e-03,-0.02125,-0.0398438,0.346875,-0.00073625
-1.102000e-03,-0.0415625,0.0210937,0.320312,-0.00077625
-1.101000e-03,-0.02125,-0.053125,0.29375,-0.00070125
-1.100000e-03,-0.01625,-0.0523438,0.292188,-0.000696563
-1.099000e-03,-0.0359375,0.009375,0.192187,-0.000605938
-1.098000e-03,-0.02125,-0.015625,0.215625,-0.000596875
-1.097000e-03,-0.0009375,0.0351562,0.271875,-0.000725938
-1.096000e-03,0.0034375,-0.00390625,0.26875,-0.00055625
-1.095000e-03,-0.03125,-0.028125,0.192187,-0.000721875
-1.094000e-03,-0.0159375,0.0359375,0.220313,-0.000790625
-1.093000e-03,-0.011875,-0.0664062,0.314063,-0.000866563
-1.092000e-03,-0.0165625,-0.00390625,0.26875,-0.00067625
-1.091000e-03,-0.01625,-0.040625,0.167188,-0.00084125
-1.090000e-03,-0.0209375,-0.0414063,0.34375,-0.00069625
-1.089000e-03,-0.02625,-0.015625,0.317187,-0.00089625
-1.088000e-03,-0.0115625,-0.015625,0.217187,-0.000810938
-1.087000e-03,-0.01125,-0.028125,0.21875,-0.00075125
-1.086000e-03,-0.01625,-0.053125,0.24375,-0.00054125
-1.085000e-03,-0.0209375,-0.0398438,0.246875,-0.000465938
-1.084000e-03,-0.011875,-0.0429688,0.339063,-0.000616875
-1.083000e-03,-0.0315625,-0.00390625,0.317187,-0.00041125
-1.082000e-03,-0.00625,-0.0398438,0.26875,-0.000590938
-1.081000e-03,-0.026875,0.046875,0.36875,-0.00082625
-1.080000e-03,-0.0265625,-0.028125,0.34375,-0.000845938
-1.079000e-03,-0.0165625,-0.015625,0.317187,-0.000771875
-1.078000e-03,-0.0265625,-0.028125,0.295312,-0.00101625
-1.077000e-03,-0.0215625,0.0203125,0.317187,-0.000656875
-1.076000e-03,-0.01125,-0.0289063,0.220313,-0.00077125
-1.075000e-03,-0.0415625,0.0210937,0.190625,-0.000781875
-1.074000e-03,-0.03625,-0.0273438,0.34375,-0.000546563
-1.073000e-03,-0.03125,-0.003125,0.26875,-0.00062125
-1.072000e-03,-0.036875,-0.0414063,0.217187,-0.000766563
-1.071000e-03,-0.0309375,-0.0148437,0.195312,-0.000760938
-1.070000e-03,-0.0215625,-0.0164063,0.167188,-0.00095125
-1.069000e-03,-0.03125,0.0210937,0.26875,-0.00113156
-1.068000e-03,-0.0115625,0.046875,0.19375,-0.00071625
-1.067000e-03,-0.00625,-0.0398438,0.21875,-0.00113125
-1.066000e-03,-0.0215625,0.034375,0.267188,-0.000936563
-1.065000e-03,-0.0259375,-0.003125,0.220313,-0.00107094
-1.064000e-03,-0.00625,-0.0414063,0.14375,-0.00077125
-1.063000e-03,-0.0365625,-0.00390625,0.342187,-0.000841563
-1.062000e-03,-0.0209375,-0.0398438,0.295312,-0.000520938
-1.061000e-03,-0.016875,-0.0296875,0.467187,-0.000561563
-1.060000e-03,-0.0215625,-0.0164063,0.267188,-0.00044625
-1.059000e-03,-0.0259375,0.009375,0.21875,-0.00046625
-1.058000e-03,-0.01625,-0.065625,0.14375,-0.000446563
-1.057000e-03,-0.01625,-0.0289063,0.26875,-0.000590938
-1.056000e-03,-0.0365625,-0.0414063,0.24375,-0.000471875
-1.055000e-03,-0.0265625,-0.040625,0.120313,-0.000721875
-1.054000e-03,-0.050625,-0.00234375,0.270312,-0.000510938
-1.053000e-03,-0.00625,-0.0273438,0.21875,-0.00049625
-1.052000e-03,-0.036875,-0.0046875,0.290625,-0.000547188
-1.051000e-03,-0.03125,0.0226562,0.19375,-0.000265938
-1.050000e-03,-0.0209375,0.034375,0.24375,-0.000425938
-1.049000e-03,-0.03125,-0.0523438,0.21875,-0.000546875
-1.048000e-03,-0.0209375,-0.0398438,0.246875,-0.000620938
-1.047000e-03,-0.0465625,0.009375,0.292188,-0.000631563
-1.046000e-03,-0.0309375,-0.028125,0.320312,-0.00074625
-1.045000e-03,-0.0115625,-0.0421875,0.265625,-0.000341875
-1.044000e-03,-0.04125,-0.015625,0.320312,-0.00052125
-1.043000e-03,-0.0265625,0.0460937,0.290625,-0.000561563
-1.042000e-03,-0.01625,-0.028125,0.245313,-0.000620938
-1.041000e-03,-0.0259375,-0.0164063,0.34375,-0.000536563
-1.040000e-03,-0.0065625,-0.00390625,0.317187,-0.000731875
-1.039000e-03,-0.0209375,-0.0273438,0.220313,-0.000810625
-1.038000e-03,-0.0165625,0.0460937,0.21875,-0.00060125
-1.037000e-03,-0.0465625,-0.00390625,0.267188,-0.000601563
-1.036000e-03,-0.01625,-0.015625,0.317187,-0.00034625
-1.035000e-03,-0.0159375,0.021875,0.21875,-0.00055625
-1.034000e-03,-0.04125,-0.028125,0.242188,-0.000621875
-1.033000e-03,-0.015625,0.110156,0.16875,-0.000760625
-1.032000e-03,-0.01125,0.084375,0.16875,-0.00075125
-1.031000e-03,-0.026875,-0.0171875,0.317187,-0.000816563
-1.030000e-03,-0.0209375,-0.0664062,0.317187,-0.000865938
-1.029000e-03,-0.0365625,0.0460937,0.240625,-0.000871563
-1.028000e-03,-0.0215625,0.0328125,0.242188,-0.00075625
-1.027000e-03,-0.02625,-0.0148437,0.245313,-0.000785938
